simu_bag,0,0.0012717,0.412757,0.202022,0.00293174,0.0143938,0.0219181,0.0494032,0.998435,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
simu_bag,1,0.0012717,0.32441,0.154546,0.0732059,0.0117665,0.0179448,0.0456821,0.998726,1.00209,1.00335,0.984353,-0.000288891,-0.00734352,-0.0202554,1.00243,1.02318,0.98641,0.0134604,0.0144899,-0.00635147,0.00391547,0.00308127,0.00235678,0.999985
simu_bag,2,0.0012717,0.318619,0.156046,0.0718014,0.011773,0.0182888,0.0452931,0.998737,1.00209,1.00335,0.984353,-0.000288891,-0.00734352,-0.0202554,1.00243,1.02318,0.98641,0.0134604,0.0144899,-0.00635147,0.00391547,0.00308127,0.00235678,0.999985
simu_bag,3,0.0012717,0.312822,0.149858,0.070781,0.0118766,0.0184036,0.0452369,0.998736,1.00209,1.00335,0.984353,-0.000288891,-0.00734352,-0.0202554,1.00243,1.02318,0.98641,0.0134604,0.0144899,-0.00635147,0.00391547,0.00308127,0.00235678,0.999985
simu_bag,4,0.0012717,0.306472,0.153731,0.072244,0.0118414,0.0184002,0.045122,0.998742,1.00209,1.00335,0.984353,-0.000288891,-0.00734352,-0.0202554,1.00243,1.02318,0.98641,0.0134604,0.0144899,-0.00635147,0.00391547,0.00308127,0.00235678,0.999985
simu_bag,5,0.0012717,0.308247,0.147806,0.0710464,0.0119813,0.0185736,0.0452095,0.998733,1.00209,1.00335,0.984353,-0.000288891,-0.00734352,-0.0202554,1.00243,1.02318,0.98641,0.0134604,0.0144899,-0.00635147,0.00391547,0.00308127,0.00235678,0.999985
simu_bag,6,0.0012717,0.301527,0.156355,0.0718416,0.0118664,0.0184499,0.0451129,0.998741,1.00209,1.00335,0.984353,-0.000288891,-0.00734352,-0.0202554,1.00243,1.02318,0.98641,0.0134604,0.0144899,-0.00635147,0.00391547,0.00308127,0.00235678,0.999985
simu_bag,7,0.0012717,0.300167,0.15406,0.0714913,0.0118333,0.0183144,0.0450478,0.998747,1.00209,1.00335,0.984353,-0.000288891,-0.00734352,-0.0202554,1.00243,1.02318,0.98641,0.0134604,0.0144899,-0.00635147,0.00391547,0.00308127,0.00235678,0.999985
simu_bag,8,0.0012717,0.299133,0.158376,0.0706128,0.0118366,0.0183792,0.0450213,0.998747,1.00209,1.00335,0.984353,-0.000288891,-0.00734352,-0.0202554,1.00243,1.02318,0.98641,0.0134604,0.0144899,-0.00635147,0.00391547,0.00308127,0.00235678,0.999985
simu_bag,9,0.0012717,0.296477,0.150894,0.0706102,0.0119749,0.0182634,0.0451691,0.998741,1.00209,1.00335,0.984353,-0.000288891,-0.00734352,-0.0202554,1.00243,1.02318,0.98641,0.0134604,0.0144899,-0.00635147,0.00391547,0.00308127,0.00235678,0.999985
simu_bag,10,0.0012717,0.301288,0.15575,0.0701534,0.0119696,0.0183731,0.0450102,0.998746,1.00209,1.00335,0.984353,-0.000288891,-0.00734352,-0.0202554,1.00243,1.02318,0.98641,0.0134604,0.0144899,-0.00635147,0.00391547,0.00308127,0.00235678,0.999985
simu_bag,11,0.0012717,0.299273,0.14657,0.0700316,0.0120128,0.0184083,0.0451807,0.998737,1.00209,1.00335,0.984353,-0.000288891,-0.00734352,-0.0202554,1.00243,1.02318,0.98641,0.0134604,0.0144899,-0.00635147,0.00391547,0.00308127,0.00235678,0.999985
simu_bag,12,0.0012717,0.30164,0.149975,0.0701837,0.0119896,0.0184554,0.044974,0.998746,1.00209,1.00335,0.984353,-0.000288891,-0.00734352,-0.0202554,1.00243,1.02318,0.98641,0.0134604,0.0144899,-0.00635147,0.00391547,0.00308127,0.00235678,0.999985
simu_bag,13,0.0012717,0.295071,0.155278,0.0731165,0.0117768,0.0183331,0.0449939,0.99875,1.00209,1.00335,0.984353,-0.000288891,-0.00734352,-0.0202554,1.00243,1.02318,0.98641,0.0134604,0.0144899,-0.00635147,0.00391547,0.00308127,0.00235678,0.999985
simu_bag,0,0.0012717,0.412757,0.202022,0.00293174,0.0143938,0.0219181,0.0494032,0.998435,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
simu_bag,1,0.0012717,0.324228,0.15451,0.0731583,0.0117688,0.0179388,0.0456749,0.998726,1.0021,1.00335,0.984313,-0.00029161,-0.00731457,-0.0203119,1.00242,1.02317,0.986416,0.0134318,0.0145048,-0.00635666,0.00391404,0.00308936,0.00236412,0.999985
simu_bag,2,0.0012717,0.318164,0.152622,0.070928,0.0117051,0.0182047,0.0454909,0.99873,1.0021,1.00335,0.984313,-0.00029161,-0.00731457,-0.0203119,1.00242,1.02317,0.986416,0.0134318,0.0145048,-0.00635666,0.00391404,0.00308936,0.00236412,0.999985
simu_bag,3,0.0012717,0.311698,0.151868,0.0707222,0.0117784,0.0182373,0.0451427,0.998745,1.0021,1.00335,0.984313,-0.00029161,-0.00731457,-0.0203119,1.00242,1.02317,0.986416,0.0134318,0.0145048,-0.00635666,0.00391404,0.00308936,0.00236412,0.999985
simu_bag,4,0.0012717,0.301515,0.152454,0.0703633,0.0117949,0.0182642,0.0451088,0.998745,1.0021,1.00335,0.984313,-0.00029161,-0.00731457,-0.0203119,1.00242,1.02317,0.986416,0.0134318,0.0145048,-0.00635666,0.00391404,0.00308936,0.00236412,0.999985
simu_bag,5,0.0012717,0.2992,0.154432,0.0713074,0.0118315,0.0183384,0.0450246,0.998747,1.0021,1.00335,0.984313,-0.00029161,-0.00731457,-0.0203119,1.00242,1.02317,0.986416,0.0134318,0.0145048,-0.00635666,0.00391404,0.00308936,0.00236412,0.999985
simu_bag,6,0.0012717,0.297226,0.148637,0.0708933,0.0118963,0.0184393,0.0449656,0.998747,1.0021,1.00335,0.984313,-0.00029161,-0.00731457,-0.0203119,1.00242,1.02317,0.986416,0.0134318,0.0145048,-0.00635666,0.00391404,0.00308936,0.00236412,0.999985
simu_bag,7,0.0012717,0.298018,0.146242,0.0710385,0.0118944,0.0182589,0.0451341,0.998743,1.0021,1.00335,0.984313,-0.00029161,-0.00731457,-0.0203119,1.00242,1.02317,0.986416,0.0134318,0.0145048,-0.00635666,0.00391404,0.00308936,0.00236412,0.999985
simu_bag,8,0.0012717,0.298007,0.15174,0.0699998,0.0117327,0.0182384,0.0452091,0.998742,1.0021,1.00335,0.984313,-0.00029161,-0.00731457,-0.0203119,1.00242,1.02317,0.986416,0.0134318,0.0145048,-0.00635666,0.00391404,0.00308936,0.00236412,0.999985
simu_bag,9,0.0012717,0.2958,0.152507,0.0722615,0.0119181,0.0182995,0.0449544,0.99875,1.0021,1.00335,0.984313,-0.00029161,-0.00731457,-0.0203119,1.00242,1.02317,0.986416,0.0134318,0.0145048,-0.00635666,0.00391404,0.00308936,0.00236412,0.999985
simu_bag,10,0.0012717,0.296657,0.153815,0.0712765,0.0119996,0.0184042,0.0449796,0.998746,1.0021,1.00335,0.984313,-0.00029161,-0.00731457,-0.0203119,1.00242,1.02317,0.986416,0.0134318,0.0145048,-0.00635666,0.00391404,0.00308936,0.00236412,0.999985
simu_bag,11,0.0012717,0.303582,0.154065,0.0711824,0.0119223,0.0184192,0.0453372,0.998731,1.0021,1.00335,0.984313,-0.00029161,-0.00731457,-0.0203119,1.00242,1.02317,0.986416,0.0134318,0.0145048,-0.00635666,0.00391404,0.00308936,0.00236412,0.999985
simu_bag,12,0.0012717,0.300276,0.156072,0.0717932,0.0118932,0.0183763,0.0451913,0.998739,1.0021,1.00335,0.984313,-0.00029161,-0.00731457,-0.0203119,1.00242,1.02317,0.986416,0.0134318,0.0145048,-0.00635666,0.00391404,0.00308936,0.00236412,0.999985
simu_bag,13,0.0012717,0.298919,0.149896,0.0712104,0.0120072,0.0184503,0.0452028,0.998735,1.0021,1.00335,0.984313,-0.00029161,-0.00731457,-0.0203119,1.00242,1.02317,0.986416,0.0134318,0.0145048,-0.00635666,0.00391404,0.00308936,0.00236412,0.999985
